Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC
9/30/1957,42,29,22
10/1/1957,33,30,28
10/2/1957,26,18,14
10/3/1957,21,14,10
10/4/1957,22,11,6
10/5/1957,19,14,12
10/6/1957,22,15,12
10/7/1957,16,12,10
10/8/1957,26,18,14
10/9/1957,38,30,26
10/10/1957,37,27,22
10/11/1957,31,22,18
10/12/1957,26,22,20
10/13/1957,26,23,22
10/14/1957,24,17,14
10/15/1957,22,11,6
10/16/1957,24,16,12
10/17/1957,22,17,14
10/18/1957,20,13,10
10/19/1957,22,10,4
10/20/1957,24,11,4
10/21/1957,21,10,4
10/22/1957,14,10,8
10/23/1957,21,14,10
10/24/1957,30,23,20
10/25/1957,26,23,22
10/26/1957,28,20,16
10/27/1957,22,15,12
10/28/1957,18,14,12
10/29/1957,28,20,16
10/30/1957,25,19,16
10/31/1957,19,14,12
11/1/1957,18,13,10
11/2/1957,18,10,6
11/3/1957,19,10,6
11/4/1957,15,3,-2
11/5/1957,21,8,2
11/6/1957,18,9,4
11/7/1957,14,9,6
11/8/1957,11,7,6
11/9/1957,17,7,2
11/10/1957,22,17,14
11/11/1957,22,18,16
11/12/1957,23,18,16
11/13/1957,20,16,14
11/14/1957,16,13,12
11/15/1957,16,11,8
11/16/1957,13,4,0
11/17/1957,11,6,4
11/18/1957,16,11,8
11/19/1957,10,6,4
11/20/1957,10,3,0
11/21/1957,6,-2,-6
11/22/1957,19,10,6
11/23/1957,22,14,10
11/24/1957,16,11,8
11/25/1957,21,16,14
11/26/1957,15,8,4
11/27/1957,14,9,6
11/28/1957,15,8,4
11/29/1957,12,5,2
11/30/1957,14,10,8
12/1/1957,15,13,12
12/2/1957,17,15,14
12/3/1957,16,12,10
12/4/1957,11,5,2
12/5/1957,13,10,8
12/6/1957,20,13,10
12/7/1957,20,15,12
12/8/1957,25,18,14
12/9/1957,15,8,4
12/10/1957,24,13,8
12/11/1957,19,14,12
12/12/1957,13,10,8
12/13/1957,10,4,2
12/14/1957,13,9,6
12/15/1957,17,10,6
12/16/1957,21,16,14
12/17/1957,20,16,14
12/18/1957,14,9,6
12/19/1957,18,10,6
12/20/1957,14,10,8
12/21/1957,10,6,4
12/22/1957,12,6,4
12/23/1957,15,13,12
12/24/1957,16,12,10
12/25/1957,21,15,12
12/26/1957,11,9,8
12/27/1957,14,9,6
12/28/1957,14,9,6
12/29/1957,7,5,4
12/30/1957,8,4,2
12/31/1957,13,5,2
1/1/1958,19,13,10
1/2/1958,14,10,8
1/3/1958,17,11,8
1/4/1958,18,10,6
1/5/1958,14,6,2
1/6/1958,7,2,0
1/7/1958,14,6,2
1/8/1958,14,9,6
1/9/1958,15,8,4
1/10/1958,17,14,12
1/11/1958,17,14,12
1/12/1958,15,13,12
1/13/1958,14,10,8
1/14/1958,15,12,10
1/15/1958,24,20,18
1/16/1958,17,16,16
1/17/1958,16,13,12
1/18/1958,12,7,4
1/19/1958,8,0,-4
1/20/1958,10,6,4
1/21/1958,11,7,6
1/22/1958,13,10,8
1/23/1958,20,16,14
1/24/1958,17,14,12
1/25/1958,19,14,12
1/26/1958,19,10,6
1/27/1958,15,10,8
1/28/1958,20,16,14
1/29/1958,19,12,8
1/30/1958,13,10,8
1/31/1958,15,9,6
2/1/1958,23,14,10
2/2/1958,21,15,12
2/3/1958,19,12,8
2/4/1958,24,16,12
2/5/1958,20,16,14
2/6/1958,18,10,6
2/7/1958,23,17,14
2/8/1958,20,16,14
2/9/1958,17,15,14
2/10/1958,18,11,8
2/11/1958,20,11,6
2/12/1958,17,15,14
2/13/1958,16,12,10
2/14/1958,15,12,10
2/15/1958,21,15,12
2/16/1958,21,15,12
2/17/1958,23,17,14
2/18/1958,29,24,22
2/19/1958,22,17,14
2/20/1958,23,17,14
2/21/1958,23,17,14
2/22/1958,21,19,18
2/23/1958,28,21,18
2/24/1958,24,20,18
2/25/1958,16,12,10
2/26/1958,12,8,6
2/27/1958,13,7,4
2/28/1958,12,4,0
3/1/1958,17,6,0
3/2/1958,11,7,6
3/3/1958,15,3,-2
3/4/1958,13,5,2
3/5/1958,13,7,4
3/6/1958,12,5,2
3/7/1958,9,4,2
3/8/1958,9,3,0
3/9/1958,14,6,2
3/10/1958,16,7,2
3/11/1958,14,3,-2
3/12/1958,18,10,6
3/13/1958,21,11,6
3/14/1958,18,6,0
3/15/1958,18,10,6
3/16/1958,19,8,2
3/17/1958,18,10,6
3/18/1958,18,11,8
3/19/1958,19,13,10
3/20/1958,20,16,14
3/21/1958,25,18,14
3/22/1958,21,14,10
3/23/1958,23,13,8
3/24/1958,16,12,10
3/25/1958,19,14,12
3/26/1958,20,11,6
3/27/1958,20,12,8
3/28/1958,20,12,8
3/29/1958,20,11,6
3/30/1958,19,13,10
3/31/1958,18,11,8
4/1/1958,25,16,12
4/2/1958,21,14,10
4/3/1958,20,11,6
4/4/1958,21,11,6
4/5/1958,24,13,8
4/6/1958,29,19,14
4/7/1958,26,17,12
4/8/1958,20,12,8
4/9/1958,19,9,4
4/10/1958,23,18,16
4/11/1958,28,15,8
4/12/1958,35,18,10
4/13/1958,23,18,16
4/14/1958,19,14,12
4/15/1958,21,15,12
4/16/1958,20,11,6
4/17/1958,21,15,12
4/18/1958,18,13,10
4/19/1958,21,16,14
4/20/1958,23,18,16
4/21/1958,19,14,12
4/22/1958,18,13,10
4/23/1958,20,12,8
4/24/1958,21,11,6
4/25/1958,23,13,8
4/26/1958,22,14,10
4/27/1958,25,11,4
4/28/1958,30,18,12
4/29/1958,35,18,10
4/30/1958,36,21,14
5/1/1958,28,19,14
5/2/1958,28,17,12
5/3/1958,30,22,18
5/4/1958,31,22,18
5/5/1958,27,21,18
5/6/1958,30,22,18
5/7/1958,31,22,18
5/8/1958,35,23,18
5/9/1958,35,22,16
5/10/1958,27,22,20
5/11/1958,21,16,14
5/12/1958,23,13,8
5/13/1958,32,16,8
5/14/1958,43,25,16
5/15/1958,46,30,22
5/16/1958,42,30,24
5/17/1958,48,33,26
5/18/1958,55,38,30
5/19/1958,38,30,26
5/20/1958,40,29,24
5/21/1958,46,31,24
5/22/1958,48,33,26
5/23/1958,32,28,26
5/24/1958,42,31,26
5/25/1958,47,34,28
5/26/1958,50,34,26
5/27/1958,38,30,26
5/28/1958,37,30,26
5/29/1958,38,29,24
5/30/1958,38,30,26
5/31/1958,31,25,22
6/1/1958,38,29,24
6/2/1958,39,28,22
6/3/1958,39,29,24
6/4/1958,41,31,26
6/5/1958,51,38,32
6/6/1958,33,30,28
6/7/1958,40,29,24
6/8/1958,41,30,24
6/9/1958,30,27,26
6/10/1958,30,26,24
6/11/1958,30,26,24
6/12/1958,32,26,24
6/13/1958,32,26,24
6/14/1958,39,29,24
6/15/1958,42,30,24
6/16/1958,49,35,28
6/17/1958,56,41,34
6/18/1958,54,39,32
6/19/1958,41,32,28
6/20/1958,44,36,32
6/21/1958,51,37,30
6/22/1958,57,40,32
6/23/1958,43,33,28
6/24/1958,31,27,26
6/25/1958,39,30,26
6/26/1958,41,31,26
6/27/1958,34,28,24
6/28/1958,34,26,22
6/29/1958,32,25,22
6/30/1958,36,28,24
7/1/1958,41,28,22
7/2/1958,45,31,24
7/3/1958,46,31,24
7/4/1958,54,38,30
7/5/1958,56,40,32
7/6/1958,56,40,32
7/7/1958,41,31,26
7/8/1958,38,30,26
7/9/1958,44,33,28
7/10/1958,47,33,26
7/11/1958,47,34,28
7/12/1958,39,29,24
7/13/1958,39,29,24
7/14/1958,50,33,24
7/15/1958,57,40,32
7/16/1958,56,37,28
7/17/1958,49,35,28
7/18/1958,39,32,28
7/19/1958,38,29,24
7/20/1958,41,30,24
7/21/1958,48,33,26
7/22/1958,44,32,26
7/23/1958,50,33,24
7/24/1958,55,38,30
7/25/1958,50,35,28
7/26/1958,52,36,28
7/27/1958,60,44,36
7/28/1958,64,47,38
7/29/1958,42,34,30
7/30/1958,41,32,28
7/31/1958,45,36,32
8/1/1958,45,32,26
8/2/1958,45,32,26
8/3/1958,39,29,24
8/4/1958,43,33,28
8/5/1958,48,33,26
8/6/1958,47,33,26
8/7/1958,39,34,32
8/8/1958,40,29,24
8/9/1958,45,32,26
8/10/1958,48,35,28
8/11/1958,46,35,30
8/12/1958,46,30,22
8/13/1958,45,31,24
8/14/1958,49,35,28
8/15/1958,50,35,28
8/16/1958,46,34,28
8/17/1958,42,30,24
8/18/1958,45,31,24
8/19/1958,46,30,22
8/20/1958,50,33,24
8/21/1958,52,36,28
8/22/1958,48,33,26
8/23/1958,48,33,26
8/24/1958,52,36,28
8/25/1958,48,36,30
8/26/1958,41,31,26
8/27/1958,33,27,24
8/28/1958,31,25,22
8/29/1958,39,29,24
8/30/1958,39,32,28
8/31/1958,43,33,28
9/1/1958,36,28,24
9/2/1958,36,27,22
9/3/1958,29,20,16
9/4/1958,40,27,20
9/5/1958,42,26,18
9/6/1958,46,34,28
9/7/1958,50,35,28
9/8/1958,43,33,28
9/9/1958,44,36,32
9/10/1958,43,33,28
9/11/1958,39,30,26
9/12/1958,37,28,24
9/13/1958,35,28,24
9/14/1958,35,29,26
9/15/1958,38,30,26
9/16/1958,31,26,24
9/17/1958,35,29,26
9/18/1958,31,26,24
9/19/1958,34,26,22
9/20/1958,28,21,18
9/21/1958,29,23,20
9/22/1958,24,17,14
9/23/1958,22,15,12
9/24/1958,21,16,14
9/25/1958,31,25,22
9/26/1958,35,23,18
9/27/1958,36,27,22
9/28/1958,33,25,22
9/29/1958,30,23,20
9/30/1958,33,25,22
10/1/1958,34,23,18
10/2/1958,40,27,20
10/3/1958,38,25,18
10/4/1958,35,23,18
10/5/1958,31,22,18
10/6/1958,25,20,18
10/7/1958,25,23,22
10/8/1958,28,21,18
10/9/1958,25,18,14
10/10/1958,33,30,28
10/11/1958,31,27,26
10/12/1958,29,25,24
10/13/1958,31,25,22
10/14/1958,30,23,20
10/15/1958,25,24,24
10/16/1958,27,22,20
10/17/1958,29,18,12
10/18/1958,30,22,18
10/19/1958,25,18,14
10/20/1958,23,14,10
10/21/1958,29,15,8
10/22/1958,23,15,10
10/23/1958,18,10,6
10/24/1958,28,15,8
10/25/1958,29,19,14
10/26/1958,27,17,12
10/27/1958,27,17,12
10/28/1958,20,11,6
10/29/1958,27,14,8
10/30/1958,31,21,16
10/31/1958,25,23,22
11/1/1958,26,19,16
11/2/1958,23,16,12
11/3/1958,21,15,12
11/4/1958,19,14,12
11/5/1958,18,13,10
11/6/1958,27,20,16
11/7/1958,18,14,12
11/8/1958,22,18,16
11/9/1958,15,13,12
11/10/1958,18,14,12
11/11/1958,20,17,16
11/12/1958,19,14,12
11/13/1958,12,6,2
11/14/1958,8,5,4
11/15/1958,4,0,-2
11/16/1958,4,-3,-6
11/17/1958,7,1,-2
11/18/1958,18,10,6
11/19/1958,14,10,8
11/20/1958,24,17,14
11/21/1958,20,16,14
11/22/1958,20,16,14
11/23/1958,13,10,8
11/24/1958,8,4,2
11/25/1958,5,0,-2
11/26/1958,5,0,-2
11/27/1958,5,-1,-4
11/28/1958,8,1,-2
11/29/1958,18,6,0
11/30/1958,20,16,14
12/1/1958,25,20,18
12/2/1958,25,20,18
12/3/1958,19,12,8
12/4/1958,10,7,6
12/5/1958,9,5,4
12/6/1958,13,7,4
12/7/1958,18,14,12
12/8/1958,14,9,6
12/9/1958,13,7,4
12/10/1958,20,16,14
12/11/1958,22,18,16
12/12/1958,16,11,8
12/13/1958,10,6,4
12/14/1958,5,0,-2
12/15/1958,19,10,6
12/16/1958,17,15,14
12/17/1958,21,15,12
12/18/1958,21,15,12
12/19/1958,14,9,6
12/20/1958,20,16,14
12/21/1958,16,11,8
12/22/1958,16,11,8
12/23/1958,13,10,8
12/24/1958,16,11,8
12/25/1958,16,13,12
12/26/1958,15,13,12
12/27/1958,15,13,12
12/28/1958,16,13,12
12/29/1958,20,15,12
12/30/1958,25,23,22
12/31/1958,21,11,6
1/1/1959,9,3,0
1/2/1959,-2,-10,-14
1/3/1959,-11,-17,-20
1/4/1959,-9,-14,-16
1/5/1959,0,-5,-8
1/6/1959,8,4,2
1/7/1959,14,10,8
1/8/1959,20,16,14
1/9/1959,19,16,14
1/10/1959,18,14,12
1/11/1959,19,14,12
1/12/1959,17,14,12
1/13/1959,13,10,8
1/14/1959,10,6,4
1/15/1959,13,10,8
1/16/1959,18,14,12
1/17/1959,19,14,12
1/18/1959,15,11,8
1/19/1959,12,6,4
1/20/1959,8,4,2
1/21/1959,6,3,2
1/22/1959,16,12,10
1/23/1959,17,15,14
1/24/1959,18,15,14
1/25/1959,17,11,8
1/26/1959,16,13,12
1/27/1959,20,16,14
1/28/1959,13,10,8
1/29/1959,15,8,4
1/30/1959,9,7,6
1/31/1959,13,10,8
2/1/1959,10,3,0
2/2/1959,7,1,-2
2/3/1959,13,7,4
2/4/1959,14,10,8
2/5/1959,16,11,8
2/6/1959,11,5,2
2/7/1959,9,4,2
2/8/1959,2,-2,-4
2/9/1959,6,2,0
2/10/1959,4,1,0
2/11/1959,6,2,0
2/12/1959,8,1,-2
2/13/1959,13,7,4
2/14/1959,5,3,2
2/15/1959,13,7,4
2/16/1959,15,12,10
2/17/1959,18,10,6
2/18/1959,14,9,6
2/19/1959,12,8,6
2/20/1959,22,14,10
2/21/1959,21,11,6
2/22/1959,12,8,6
2/23/1959,16,11,8
2/24/1959,14,9,6
2/25/1959,18,14,12
2/26/1959,14,10,8
2/27/1959,16,11,8
2/28/1959,23,18,16
3/1/1959,19,14,12
3/2/1959,12,5,2
3/3/1959,15,9,6
3/4/1959,18,9,4
3/5/1959,18,13,10
3/6/1959,17,11,8
3/7/1959,16,13,12
3/8/1959,18,13,10
3/9/1959,15,9,6
3/10/1959,12,5,2
3/11/1959,15,8,4
3/12/1959,14,10,8
3/13/1959,9,4,2
3/14/1959,10,3,0
3/15/1959,20,12,8
3/16/1959,26,17,12
3/17/1959,22,17,14
3/18/1959,16,11,8
3/19/1959,14,6,2
3/20/1959,18,7,2
3/21/1959,17,11,8
3/22/1959,15,8,4
3/23/1959,14,10,8
3/24/1959,21,14,10
3/25/1959,16,11,8
3/26/1959,19,14,12
3/27/1959,16,11,8
3/28/1959,16,13,12
3/29/1959,15,9,6
3/30/1959,18,13,10
3/31/1959,20,16,14
4/1/1959,23,14,10
4/2/1959,21,14,10
4/3/1959,20,9,4
4/4/1959,20,13,10
4/5/1959,16,11,8
4/6/1959,18,10,6
4/7/1959,24,12,6
4/8/1959,31,18,12
4/9/1959,40,27,20
4/10/1959,29,19,14
4/11/1959,20,17,16
4/12/1959,23,17,14
4/13/1959,21,15,12
4/14/1959,11,9,8
4/15/1959,19,12,8
4/16/1959,19,13,10
4/17/1959,19,13,10
4/18/1959,22,15,12
4/19/1959,25,12,6
4/20/1959,32,17,10
4/21/1959,35,21,14
4/22/1959,26,19,16
4/23/1959,20,16,14
4/24/1959,24,17,14
4/25/1959,23,17,14
4/26/1959,21,16,14
4/27/1959,18,14,12
4/28/1959,25,20,18
4/29/1959,26,23,22
4/30/1959,22,17,14
5/1/1959,21,12,8
5/2/1959,19,12,8
5/3/1959,21,11,6
5/4/1959,19,14,12
5/5/1959,24,12,6
5/6/1959,30,15,8
5/7/1959,37,20,12
5/8/1959,27,21,18
5/9/1959,25,19,16
5/10/1959,20,16,14
5/11/1959,26,14,8
5/12/1959,45,26,16
5/13/1959,47,35,28
5/14/1959,26,22,20
5/15/1959,17,15,14
5/16/1959,24,16,12
5/17/1959,24,20,18
5/18/1959,25,15,10
5/19/1959,25,19,16
5/20/1959,29,16,10
5/21/1959,28,21,18
5/22/1959,37,23,16
5/23/1959,43,29,22
5/24/1959,29,24,22
5/25/1959,25,19,16
5/26/1959,26,19,16
5/27/1959,27,21,18
5/28/1959,29,20,16
5/29/1959,28,19,14
5/30/1959,33,20,14
5/31/1959,41,26,18
6/1/1959,47,30,22
6/2/1959,31,25,22
6/3/1959,35,28,24
6/4/1959,28,25,24
6/5/1959,32,25,22
6/6/1959,32,25,22
6/7/1959,30,22,18
6/8/1959,29,23,20
6/9/1959,26,19,16
6/10/1959,28,20,16
6/11/1959,32,25,22
6/12/1959,33,27,24
6/13/1959,32,24,20
6/14/1959,31,25,22
6/15/1959,32,21,16
6/16/1959,26,23,22
6/17/1959,33,24,20
6/18/1959,45,31,24
6/19/1959,51,37,30
6/20/1959,40,31,26
6/21/1959,33,30,28
6/22/1959,37,27,22
6/23/1959,38,29,24
6/24/1959,38,30,26
6/25/1959,35,29,26
6/26/1959,33,23,18
6/27/1959,32,25,22
6/28/1959,36,28,24
6/29/1959,37,27,22
6/30/1959,43,30,24
7/1/1959,39,28,22
7/2/1959,35,28,24
7/3/1959,31,25,22
7/4/1959,37,27,22
7/5/1959,32,25,22
7/6/1959,29,24,22
7/7/1959,36,27,22
7/8/1959,42,30,24
7/9/1959,51,37,30
7/10/1959,49,35,28
7/11/1959,48,37,32
7/12/1959,40,31,26
7/13/1959,39,30,26
7/14/1959,42,30,24
7/15/1959,42,30,24
7/16/1959,48,32,24
7/17/1959,51,34,26
7/18/1959,55,39,32
7/19/1959,54,38,30
7/20/1959,51,38,32
7/21/1959,54,38,30
7/22/1959,57,41,34
7/23/1959,39,33,30
7/24/1959,39,33,30
7/25/1959,41,32,28
7/26/1959,41,30,24
7/27/1959,32,24,20
7/28/1959,36,24,18
7/29/1959,42,30,24
7/30/1959,53,39,32
7/31/1959,57,40,32
8/1/1959,39,32,28
8/2/1959,37,27,22
8/3/1959,39,25,18
8/4/1959,39,33,30
8/5/1959,39,29,24
8/6/1959,45,28,20
8/7/1959,49,36,30
8/8/1959,47,37,32
8/9/1959,44,29,22
8/10/1959,39,28,22
8/11/1959,33,24,20
8/12/1959,35,29,26
8/13/1959,40,28,22
8/14/1959,42,30,24
8/15/1959,40,32,28
8/16/1959,33,27,24
8/17/1959,38,30,26
8/18/1959,36,27,22
8/19/1959,35,23,18
8/20/1959,40,28,22
8/21/1959,36,31,28
8/22/1959,40,32,28
8/23/1959,38,30,26
8/24/1959,39,29,24
8/25/1959,42,26,18
8/26/1959,31,29,28
8/27/1959,35,29,26
8/28/1959,36,28,24
8/29/1959,38,25,18
8/30/1959,34,22,16
8/31/1959,29,24,22
9/1/1959,37,27,22
9/2/1959,42,29,22
9/3/1959,34,29,26
9/4/1959,29,24,22
9/5/1959,27,26,26
9/6/1959,34,29,26
9/7/1959,25,20,18
9/8/1959,29,20,16
9/9/1959,35,22,16
9/10/1959,39,25,18
9/11/1959,33,27,24
9/12/1959,39,28,22
9/13/1959,37,27,22
9/14/1959,33,27,24
9/15/1959,29,24,22
9/16/1959,31,25,22
9/17/1959,36,22,16
9/18/1959,35,29,26
9/19/1959,30,26,24
9/20/1959,28,25,24
9/21/1959,31,26,24
9/22/1959,31,25,22
9/23/1959,30,19,14
9/24/1959,29,24,22
9/25/1959,28,24,22
9/26/1959,26,23,22
9/27/1959,29,20,16
9/28/1959,25,19,16
9/29/1959,25,19,16
9/30/1959,30,22,18
10/1/1959,30,19,14
10/2/1959,30,19,14
10/3/1959,31,21,16
10/4/1959,29,24,22
10/5/1959,23,20,18
10/6/1959,21,16,14
10/7/1959,23,17,14
10/8/1959,23,18,16
10/9/1959,19,14,12
10/10/1959,21,15,12
10/11/1959,28,21,18
10/12/1959,28,24,22
10/13/1959,25,19,16
10/14/1959,30,23,20
10/15/1959,27,21,18
10/16/1959,25,16,12
10/17/1959,27,18,14
10/18/1959,25,18,14
10/19/1959,26,22,20
10/20/1959,23,21,20
10/21/1959,22,19,18
10/22/1959,29,24,22
10/23/1959,29,25,24
10/24/1959,31,25,22
10/25/1959,26,19,16
10/26/1959,28,19,14
10/27/1959,20,17,16
10/28/1959,21,14,10
10/29/1959,19,12,8
10/30/1959,18,9,4
10/31/1959,25,15,10
11/1/1959,21,15,12
11/2/1959,23,17,14
11/3/1959,20,16,14
11/4/1959,15,9,6
11/5/1959,16,8,4
11/6/1959,16,8,4
11/7/1959,17,6,0
11/8/1959,21,11,6
11/9/1959,13,10,8
11/10/1959,16,9,4
11/11/1959,18,9,4
11/12/1959,11,4,0
11/13/1959,5,-1,-4
11/14/1959,10,2,-2
11/15/1959,8,0,-4
11/16/1959,1,-4,-6
11/17/1959,10,3,0
11/18/1959,20,16,14
11/19/1959,22,17,14
11/20/1959,22,18,16
11/21/1959,20,16,14
11/22/1959,24,17,14
11/23/1959,27,25,24
11/24/1959,25,19,16
11/25/1959,16,11,8
11/26/1959,15,8,4
11/27/1959,15,3,-2
11/28/1959,19,14,12
11/29/1959,18,13,10
11/30/1959,16,11,8
12/1/1959,13,7,4
12/2/1959,16,11,8
12/3/1959,13,7,4
12/4/1959,9,3,0
12/5/1959,5,-1,-4
12/6/1959,8,1,-2
12/7/1959,16,10,6
12/8/1959,10,3,0
12/9/1959,9,4,2
12/10/1959,16,13,12
12/11/1959,22,15,12
12/12/1959,11,6,4
12/13/1959,6,3,2
12/14/1959,18,10,6
12/15/1959,21,15,12
12/16/1959,11,7,6
12/17/1959,19,13,10
12/18/1959,21,15,12
12/19/1959,18,14,12
12/20/1959,10,6,4
12/21/1959,3,2,2
12/22/1959,3,0,-2
12/23/1959,14,6,2
12/24/1959,14,9,6
12/25/1959,7,6,6
12/26/1959,11,6,4
12/27/1959,12,8,6
12/28/1959,7,5,4
12/29/1959,2,-1,-2
12/30/1959,5,3,2
12/31/1959,4,0,-2
1/1/1960,1,-5,-8
1/2/1960,1,-1,-2
1/3/1960,1,-5,-8
1/4/1960,1,-4,-6
1/5/1960,6,3,2
1/6/1960,7,6,6
1/7/1960,7,5,4
1/8/1960,3,1,0
1/9/1960,7,1,-2
1/10/1960,0,-3,-4
1/11/1960,3,1,0
1/12/1960,3,1,0
1/13/1960,6,3,2
1/14/1960,7,2,0
1/15/1960,5,4,4
1/16/1960,7,5,4
1/17/1960,9,4,2
1/18/1960,9,3,0
1/19/1960,4,1,0
1/20/1960,11,5,2
1/21/1960,13,10,8
1/22/1960,13,7,4
1/23/1960,10,7,6
1/24/1960,15,12,10
1/25/1960,16,13,12
1/26/1960,15,13,12
1/27/1960,16,11,8
1/28/1960,20,12,8
1/29/1960,24,20,18
1/30/1960,22,14,10
1/31/1960,28,20,16
2/1/1960,20,16,14
2/2/1960,14,9,6
2/3/1960,16,11,8
2/4/1960,20,16,14
2/5/1960,19,14,12
2/6/1960,19,14,12
2/7/1960,19,13,10
2/8/1960,19,14,12
2/9/1960,15,12,10
2/10/1960,16,11,8
2/11/1960,14,10,8
2/12/1960,14,10,8
2/13/1960,14,9,6
2/14/1960,16,13,12
2/15/1960,14,9,6
2/16/1960,11,6,4
2/17/1960,11,2,-2
2/18/1960,14,9,6
2/19/1960,13,4,0
2/20/1960,14,9,6
2/21/1960,12,6,4
2/22/1960,10,3,0
2/23/1960,11,2,-2
2/24/1960,5,0,-2
2/25/1960,5,0,-2
2/26/1960,3,-3,-6
2/27/1960,4,-4,-8
2/28/1960,6,-1,-4
2/29/1960,7,-2,-6
3/1/1960,5,-1,-4
3/2/1960,2,-2,-4
3/3/1960,0,-6,-8
3/4/1960,5,-1,-4
3/5/1960,12,6,4
3/6/1960,18,10,6
3/7/1960,18,10,6
3/8/1960,6,3,2
3/9/1960,9,4,2
3/10/1960,10,6,4
3/11/1960,14,6,2
3/12/1960,17,7,2
3/13/1960,11,6,4
3/14/1960,11,5,2
3/15/1960,15,9,6
3/16/1960,12,8,6
3/17/1960,21,15,12
3/18/1960,19,12,8
3/19/1960,24,12,6
3/20/1960,27,16,10
3/21/1960,15,12,10
3/22/1960,24,13,8
3/23/1960,24,13,8
3/24/1960,29,16,10
3/25/1960,30,18,12
3/26/1960,22,14,10
3/27/1960,23,14,10
3/28/1960,18,14,12
3/29/1960,17,14,12
3/30/1960,14,10,8
3/31/1960,18,11,8
4/1/1960,22,15,12
4/2/1960,28,21,18
4/3/1960,29,19,14
4/4/1960,34,22,16
4/5/1960,25,20,18
4/6/1960,32,20,14
4/7/1960,34,23,18
4/8/1960,29,19,14
4/9/1960,19,12,8
4/10/1960,22,10,4
4/11/1960,19,13,10
4/12/1960,18,10,6
4/13/1960,22,15,12
4/14/1960,14,9,6
4/15/1960,15,8,4
4/16/1960,17,7,2
4/17/1960,19,13,10
4/18/1960,19,12,8
4/19/1960,18,13,10
4/20/1960,16,11,8
4/21/1960,12,6,4
4/22/1960,16,8,4
4/23/1960,20,13,10
4/24/1960,19,13,10
4/25/1960,23,14,10
4/26/1960,30,18,12
4/27/1960,38,25,18
4/28/1960,29,20,16
4/29/1960,23,18,16
4/30/1960,30,19,14
5/1/1960,28,21,18
5/2/1960,23,18,16
5/3/1960,21,16,14
5/4/1960,23,17,14
5/5/1960,31,22,18
5/6/1960,29,24,22
5/7/1960,25,19,16
5/8/1960,26,14,8
5/9/1960,41,26,18
5/10/1960,32,26,24
5/11/1960,29,24,22
5/12/1960,25,19,16
5/13/1960,27,18,14
5/14/1960,25,18,14
5/15/1960,25,15,10
5/16/1960,23,16,12
5/17/1960,19,13,10
5/18/1960,23,14,10
5/19/1960,20,15,12
5/20/1960,22,15,12
5/21/1960,19,12,8
5/22/1960,22,11,6
5/23/1960,28,17,12
5/24/1960,25,19,16
5/25/1960,28,20,16
5/26/1960,29,20,16
5/27/1960,28,20,16
5/28/1960,32,21,16
5/29/1960,33,23,18
5/30/1960,29,23,20
5/31/1960,30,22,18
6/1/1960,40,28,22
6/2/1960,43,33,28
6/3/1960,34,29,26
6/4/1960,39,25,18
6/5/1960,40,28,22
6/6/1960,30,22,18
6/7/1960,31,22,18
6/8/1960,36,22,16
6/9/1960,43,30,24
6/10/1960,40,28,22
6/11/1960,37,26,20
6/12/1960,42,29,22
6/13/1960,39,29,24
6/14/1960,31,26,24
6/15/1960,31,25,22
6/16/1960,31,25,22
6/17/1960,31,21,16
6/18/1960,29,20,16
6/19/1960,25,19,16
6/20/1960,26,18,14
6/21/1960,29,19,14
6/22/1960,38,25,18
6/23/1960,46,31,24
6/24/1960,32,26,24
6/25/1960,32,24,20
6/26/1960,34,22,16
6/27/1960,39,28,22
6/28/1960,45,31,24
6/29/1960,36,27,22
6/30/1960,32,26,24
7/1/1960,31,25,22
7/2/1960,36,24,18
7/3/1960,42,29,22
7/4/1960,45,31,24
7/5/1960,50,35,28
7/6/1960,57,40,32
7/7/1960,47,36,30
7/8/1960,42,29,22
7/9/1960,38,25,18
7/10/1960,32,21,16
7/11/1960,43,28,20
7/12/1960,47,30,22
7/13/1960,43,33,28
7/14/1960,44,32,26
7/15/1960,49,32,24
7/16/1960,53,36,28
7/17/1960,50,35,28
7/18/1960,49,36,30
7/19/1960,46,31,24
7/20/1960,44,29,22
7/21/1960,43,29,22
7/22/1960,31,25,22
7/23/1960,38,26,20
7/24/1960,43,29,22
7/25/1960,48,32,24
7/26/1960,54,42,36
7/27/1960,53,39,32
7/28/1960,54,38,30
7/29/1960,56,37,28
7/30/1960,38,30,26
7/31/1960,39,32,28
8/1/1960,33,27,24
8/2/1960,35,28,24
8/3/1960,36,28,24
8/4/1960,38,29,24
8/5/1960,42,31,26
8/6/1960,48,33,26
8/7/1960,51,34,26
8/8/1960,64,47,38
8/9/1960,65,44,32
8/10/1960,42,34,30
8/11/1960,35,28,24
8/12/1960,42,33,28
8/13/1960,34,29,26
8/14/1960,34,26,22
8/15/1960,32,24,20
8/16/1960,33,27,24
8/17/1960,40,32,28
8/18/1960,41,32,28
8/19/1960,38,30,26
8/20/1960,38,29,24
8/21/1960,26,22,20
8/22/1960,31,21,16
8/23/1960,26,23,22
8/24/1960,34,26,22
8/25/1960,28,25,24
8/26/1960,32,24,20
8/27/1960,33,24,20
8/28/1960,34,26,22
8/29/1960,30,26,24
8/30/1960,37,31,28
8/31/1960,32,25,22
9/1/1960,25,20,18
